ratingId,userId,movieId,rating,timestamp
987225890,42ca0eeec94e171bbad3c6bc0c1e5d39,3077412,4,2015-12-14 15:34:47
988255198,0a8ff997e6880b8fb7d26741b36e5148,3077412,5,2015-12-17 17:35:52
988318920,4b92d605e042c1b5f8f853b1bd5dd547,3077412,5,2015-12-17 21:29:33
986755487,ef7d3dad7a9b30467cadc76c7c9af204,3077412,3,2015-12-13 11:01:21
988269167,80ccfced8eebff201078933f2c08946a,3077412,5,2015-12-17 18:29:21
988428279,4097441327af5679c2401f4aaadb6671,3077412,3,2015-12-18 08:49:28
987907168,b4a31eef48e4c15eae88478b0720c64f,3077412,4,2015-12-16 15:57:37
986832497,87d1bb2fb7653a07aa21ba73c0696d21,3077412,4,2015-12-13 14:54:44
986511927,612a30dd5e890066b28c5b7a533801ef,3077412,4,2015-12-12 17:24:36
988077848,d07aa2e38a36656f4ea5694b125e7d3a,3077412,4,2015-12-17 01:16:24
987233057,ee4b4585d0ced03456eed5ca11c3f8d1,3077412,4,2015-12-14 15:58:14
988492554,dbb091c39a912a521a0849224bb8fdb9,3077412,2,2015-12-18 13:02:50
986424021,3ab5f1255f264b63fb7f3cafad37f729,3077412,3,2015-12-12 11:33:13
992495142,507ed484b0e0f36f58e29f986f64c078,3077412,3,2015-12-28 15:24:00
988401540,df3b1b73cd99d4c758bb2bb0d9eb7237,3077412,5,2015-12-18 02:15:54
988404573,74b202e37ac71770b63d6f723117b8b3,3077412,5,2015-12-18 02:42:38
987282417,7888109a224d812c5ac829297649e96b,3077412,3,2015-12-14 18:51:40
988463659,63feb3a6e8888ad8512ceb5b4080d8ec,3077412,5,2015-12-18 11:09:20
987013590,944ee8e7f23684835f131e8dccb8c514,3077412,4,2015-12-13 22:29:34
987078710,76ae61b151f7076c0e02db44b6cc7015,3077412,4,2015-12-14 01:18:15
988436762,8b7deae499087a54c98245c92e61036b,3077412,1,2015-12-18 09:29:11
987877339,33131b900ecfba785df772a651a441e2,3077412,4,2015-12-16 14:24:59
983592357,8b81f87fe4a33eab46c80168b67b476a,3077412,5,2015-12-18 02:54:15
988389459,60716ad7d37325b16deb660875bd5d54,3077412,1,2015-12-18 00:50:31
988328102,92b23a2f1b232b38ee3458a982cab44e,3077412,5,2015-12-17 21:54:04
986854226,1867367f660dbde7487c39d2525ff484,3077412,5,2015-12-13 15:49:23
988220635,0843c0e1b50c9e3646136f16af6c697e,3077412,4,2015-12-17 15:42:35
988636634,617769e957bdbe1aab21969aecceec10,3077412,3,2015-12-18 20:46:58
987061012,fa2b0581c5a06f2b5964efec3a6fbbfa,3077412,4,2015-12-14 00:10:26
988406423,fcc1d707a66fb291ff37b70911cfab86,3077412,4,2015-12-18 03:00:50
979422857,ad6cb5066e4d2d9307d5ec1c02a51278,3077412,4,2015-12-13 23:10:45
986918803,f6cbd7a3e1e919f4e4f8724db64b0a75,3077412,2,2015-12-13 18:55:43
